SAMPID,SMATSSCR,SMCENTER,SMPTHNTS,SMRIN,SMTS,SMTSD,SMUBRID,SMTSISCH,SMTSPAX,SMNABTCH,SMNABTCHT,SMNABTCHD,SMGEBTCH,SMGEBTCHD,SMGEBTCHT,SMAFRZE,SMGTC,SME2MPRT,SMCHMPRS,SMNTRART,SMNUMGPS,SMMAPRT,SMEXNCRT,SM550NRM,SMGNSDTC,SMUNMPRT,SM350NRM,SMRDLGTH,SMMNCPB,SME1MMRT,SMSFLGTH,SMESTLBS,SMMPPD,SMNTERRT,SMRRNANM,SMRDTTL,SMVQCFL,SMMNCV,SMTRSCPT,SMMPPDPR,SMCGLGTH,SMGAPPCT,SMUNPDRD,SMNTRNRT,SMMPUNRT,SMEXPEFF,SMMPPDUN,SME2MMRT,SME2ANTI,SMALTALG,SME2SNSE,SMMFLGTH,SME1ANTI,SMSPLTRD,SMBSMMRT,SME1SNSE,SME1PCTS,SMRRNART,SME1MPRT,SMNUM5CD,SMDPMPRT,SME2PCTS
GTEX-11WQC-0011-R10a-SM-57WCT,,"B1, A1",,5.9,Brain,Brain - Frontal Cortex (BA9),9834,,,BP-43316,RNA isolation_PAXgene Tissue miRNA,09/09/2013,LCSET-4415,12/21/2013,TruSeq.v1,RNASEQ,,0.98542005,0,0.9474144,,0.9902003,0.8309221,,21666,1,,76,,0.002306382,155,0,62560229,0.052293047,4314184,63179370,7538622,,21675,31038972,,,0,0.11649226,0.9902003,0.8227793,62560229,0.004240906,13461373,9224869,13489040,185,13472281,6147442,0.003268975,13727657,50.46944,0.0682847,0.9949805,,0,50.05133
GTEX-11WQC-0011-R11b-SM-57WD6,,"B1, A1",,7.2,Brain,Brain - Cerebellar Hemisphere,2037,,,BP-43316,RNA isolation_PAXgene Tissue miRNA,09/09/2013,LCSET-4415,12/21/2013,TruSeq.v1,RNASEQ,,0.98489505,0,0.93146527,,0.98933095,0.74165136,,22566,1,,76,,0.002444535,199,0,82991838,0.068263784,2869669,83886832,10749440,,22586,41169384,,,0,0.1898139,0.98933095,0.73373866,82991838,0.004059194,17621790,11366527,17635357,248,17674846,7521991,0.003248245,17894235,50.308403,0.03420881,0.99376684,,0,50.019238
GTEX-11WQC-0011-R5a-SM-5BC74,,"B1, A1",,8.1,Brain,Brain - Caudate (basal ganglia),1873,,,BP-43229,RNA isolation_PAXgene Tissue miRNA,09/06/2013,LCSET-4455,01/18/2014,TruSeq.v1,RNASEQ,,0.98336977,0,0.9606412,,0.9892967,0.8387803,,21999,1,,76,,0.003248309,198,0,72630471,0.039158728,6349552,73416276,19619086,,22007,35988198,,,0,0.121860944,0.9892967,0.8298025,72630471,0.005693656,15780783,20362437,15642595,239,15442945,5445395,0.004463657,16346881,51.421738,0.08648699,0.9952235,,0,49.780117
GTEX-11WQC-0011-R6a-SM-5BC77,,"B1, A1",,8.1,Brain,Brain - Nucleus accumbens (basal ganglia),1882,,,BP-43229,RNA isolation_PAXgene Tissue miRNA,09/06/2013,LCSET-4455,01/18/2014,TruSeq.v1,RNASEQ,,0.9830729,0,0.9583738,,0.98789674,0.8308811,,21358,1,,76,,0.003317574,198,0,69733429,0.04146635,6552342,70587774,17295234,,21366,34603936,,,0,0.12749262,0.98789674,0.82082474,69733429,0.005537418,15057916,23786840,14911446,234,14723812,4823782,0.004422077,15522372,51.3201,0.09282545,0.99272054,,0,49.755634
GTEX-11WQC-0011-R7b-SM-5BC7A,,"B1, A1",,7,Brain,Brain - Putamen (basal ganglia),1874,,,BP-43229,RNA isolation_PAXgene Tissue miRNA,09/06/2013,LCSET-4455,01/18/2014,TruSeq.v1,RNASEQ,,0.9830374,0,0.96590376,,0.98872703,0.83866763,,20554,1,,76,,0.003421762,196,0,68343245,0.033978015,6855024,69122460,17886592,,20562,33886434,,,0,0.12723614,0.98872703,0.8292133,68343245,0.006002163,14880027,25934825,14622644,222,14475586,3817148,0.004704538,15346364,51.45996,0.09917216,0.99441665,,0,49.563797
GTEX-11WQC-0011-R8b-SM-57WCH,,"B1, A1",,7.5,Brain,Brain - Hypothalamus,1898,,,BP-43316,RNA isolation_PAXgene Tissue miRNA,09/09/2013,LCSET-4415,12/21/2013,TruSeq.v1,RNASEQ,,0.9845837,0,0.94638085,,0.98944557,0.821192,,22692,1,,76,,0.002413488,156,0,65233648,0.053423762,3819231,65929496,8500960,,22701,32355547,,,0,0.12518886,0.98944557,0.8125248,65233648,0.004207301,14112877,9101046,14091466,197,14023531,5769435,0.003305987,14450096,50.749054,0.05792902,0.9943075,,0,49.962044
GTEX-11WQC-0626-SM-5EQMF,1,B1,"2 pieces, mild fibrosis, some hemosiderin-laden macrophages",6.5,Lung,Lung,8952,693,665,BP-44114,RNA Extraction from Paxgene-derived Lysate Plate Based,09/30/2013,LCSET-4790,02/19/2014,TruSeq.v1,RNASEQ,,0.9856305,0,0.96517897,,0.9890599,0.6835676,,22473,1,,76,,0.002582209,125,0,67032289,0.034452025,316797,67773738,7317584,,22503,33281682,,,0,0.28161138,0.9890599,0.67608935,67032289,0.003565484,14738417,5605884,14799080,140,14859779,8821201,0.003072142,14888531,50.048325,0.004674333,0.99248934,,0,50.102688
GTEX-11WQC-0726-SM-5EQMR,1,B1,"2 pieces, congested, includes capsule (target is 1 cm below capsule), chronic inflammation",6.6,Liver,Liver,1114,696,662,BP-44114,RNA Extraction from Paxgene-derived Lysate Plate Based,09/30/2013,LCSET-4790,02/19/2014,TruSeq.v1,RNASEQ,,0.98809075,0,0.9669243,,0.99152046,0.8038893,,21193,1,,76,,0.002464382,154,0,74363323,0.032863192,1295355,74999278,10130890,,21216,36952875,,,0,0.1630351,0.99152046,0.79707265,74363323,0.003455286,15966760,10571076,15942352,196,15955363,10084132,0.00295812,16179694,50.349045,0.017271565,0.9949501,,0,49.96175
GTEX-11WQC-1726-SM-5GU4W,1,B1,"2 pieces, 50-75% fibrous tissue and ducts with gynecomastoid change",6,Breast,Breast - Mammary Tissue,8367,728,630,BP-43730,RNA Extraction from Paxgene-derived Lysate Plate Based,09/18/2013,LCSET-4803,02/19/2014,TruSeq.v1,RNASEQ,,0.9835967,0,0.97238636,,0.9878863,0.8072476,,23276,1,,76,,0.002139001,161,0,71098483,0.027121073,179518,71970300,4500392,,23295,35270090,,,0,0.16513874,0.9878863,0.79746884,71098483,0.003005388,15646431,5888211,15737331,162,15794745,14143343,0.002570313,15871357,50.12097,0.002494334,0.9921761,,0,50.14482
GTEX-11WQC-1826-SM-5GU59,1,B1,"6 pieces, well trimmed",7.3,Skin,Skin - Not Sun Exposed (Suprapubic),36149,732,626,BP-43730,RNA Extraction from Paxgene-derived Lysate Plate Based,09/18/2013,LCSET-4803,02/19/2014,TruSeq.v1,RNASEQ,,0.98350716,0,0.9752111,,0.98848116,0.82804084,,21594,1,,76,,0.00223217,166,0,63041793,0.024428748,231162,63776426,4176372,,21610,31240154,,,0,0.1471702,0.98848116,0.8185028,63041793,0.003316235,13760602,5794686,13797171,149,13878727,12387771,0.002771475,13966070,50.15684,0.003624568,0.9934551,,0,50.066353
GTEX-11WQC-2326-SM-5EQKE,1,B1,"2 pieces, spermatogenesis present, increased peritubular fibrosis",6.1,Testis,Testis,473,750,608,BP-44114,RNA Extraction from Paxgene-derived Lysate Plate Based,09/30/2013,LCSET-4790,02/19/2014,TruSeq.v1,RNASEQ,,0.98638177,0,0.913795,,0.989584,0.72361654,,32190,1,,76,,0.002296704,174,0,83636807,0.08570283,604304,84517140,12098008,,32237,41570585,,,0,0.19017847,0.989584,0.71607935,83636807,0.003114383,16898080,10742995,16977711,168,17060426,14771838,0.00270422,17049547,49.984055,0.007150077,0.9927863,,0,50.11754
GTEX-11WQC-2426-SM-5EQKQ,1,B1,2 pieces,5.8,Adipose Tissue,Adipose - Subcutaneous,2190,817,541,BP-44114,RNA Extraction from Paxgene-derived Lysate Plate Based,09/30/2013,LCSET-4790,02/19/2014,TruSeq.v1,RNASEQ,,0.98431927,0,0.9701933,,0.987786,0.76277757,,22168,1,,76,,0.00254728,147,0,68475524,0.029458644,704468,69322220,8272316,,22192,34012601,,,0,0.2074157,0.987786,0.753461,68475524,0.003696123,15113453,6212949,15048053,160,15089680,9953564,0.003119685,15290342,50.330254,0.010162224,0.9912528,,0,49.891582
GTEX-11WQC-2526-SM-5CVLE,1,B1,"6 pieces, fairly well trimmed, squamous epithelium measures 20-30 microns thick",6.8,Skin,Skin - Sun Exposed (Lower leg),4264,818,540,BP-44525,RNA Extraction from Paxgene-derived Lysate Plate Based,10/10/2013,LCSET-4633,02/15/2014,TruSeq.v1,RNASEQ,,0.9832728,0,0.9718233,,0.9881201,0.7953038,,23192,1,,76,,0.00505323,155,0,66286827,0.027869957,324340,67083778,12419784,,23212,32852956,,,0,0.17651947,0.9881201,0.7858557,66286827,0.007160951,14444722,6359986,14508229,133,14602171,11996627,0.006101921,14644961,50.073154,0.00483485,0.99296737,,0,50.109673
GTEX-11WQC-2626-SM-5CVLF,1,B1,"2 pieces, ~10% internal fat, one piece includes portion of tendon",7,Muscle,Muscle - Skeletal,11907,819,539,BP-44525,RNA Extraction from Paxgene-derived Lysate Plate Based,10/10/2013,LCSET-4633,02/15/2014,TruSeq.v1,RNASEQ,,0.9862396,0,0.97745454,,0.9904467,0.8621493,,21240,1,,76,,0.004849083,152,0,79302124,0.022305328,1071725,80067032,14282420,,21250,39353086,,,0,0.11530525,0.9904467,0.8539129,79302124,0.006838779,17230982,6472072,17248647,155,17326668,17441081,0.005839706,17450221,50.177635,0.013385347,0.9946536,,0,50.02562
GTEX-11WQC-2726-SM-5CVLG,1,B1,"2 pieces, well trimmed",5.9,Blood Vessel,Artery - Tibial,7610,821,537,BP-44525,RNA Extraction from Paxgene-derived Lysate Plate Based,10/10/2013,LCSET-4633,02/15/2014,TruSeq.v1,RNASEQ,,0.98381525,0,0.9701203,,0.98854434,0.8071166,,21298,1,,76,,0.004854859,144,0,70042560,0.029469369,232137,70854236,11761394,,21311,34702969,,,0,0.16300368,0.98854434,0.79787064,70042560,0.006887563,15023091,5174425,15097534,143,15161015,13199500,0.005866349,15261466,50.165092,0.003276261,0.9932735,,0,50.123573
GTEX-11WQC-2826-SM-5GU7A,1,B1,"2 pieces, well trimmed",6.6,Nerve,Nerve - Tibial,1323,824,534,BP-43730,RNA Extraction from Paxgene-derived Lysate Plate Based,09/18/2013,LCSET-5132,03/08/2014,TruSeq.v1,RNASEQ,,0.9840749,0,0.9673799,,0.9886487,0.739843,,23523,1,,76,,0.00243028,175,0,81556347,0.032292068,108142,82492742,5303892,,23564,40405752,,,0,0.22753686,0.9886487,0.73144484,81556347,0.003447743,17947800,6071818,18026169,178,18102232,13228916,0.002936658,18212974,50.15247,0.001310927,0.9932225,,0,50.108925
GTEX-11WQK-0003-SM-58Q8U,,B1,,,Blood,Whole Blood,13756,474,,BP-40386,DNA isolation_Whole Blood_QIAGEN Puregene (Manual),07/03/2013,LCSET-4574,01/23/2014,Standard Exome Sequencing v3 (ICE),WES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTEX-11WQK-0003-SM-5DWTN,,B1,,,Blood,Whole Blood,13756,474,,BP-40386,DNA isolation_Whole Blood_QIAGEN Puregene (Manual),7/3/2013,GTEx_OM25_Dec_01,01/28/2014,Illumina OMNI SNP Array,OMNI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTEX-11WQK-0003-SM-6WBUB,,B1,,,Blood,Whole Blood,13756,474,,BP-40467,Transfer To Matrix (Manual),07/08/2013,LCSET-6056,8/11/2014,Standard High Coverage Whole Genome Sequencing (30x) v2 (HiSeqX),WGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTEX-11WQK-0005-SM-5O9AV,,B1,,7.3,Blood,Whole Blood,13756,474,,BP-40354,RNA isolation_PAXgene Blood RNA (Manual),07/02/2013,LCSET-4909,03/20/2014,TruSeq.v1,RNASEQ,,0.96934247,0,0.9277905,,0.97457284,0.70728093,,21755,1,,76,,0.002366162,142,0,105183014,0.071190365,80282,107927306,15354352,,21780,52091506,,,0,0.22050962,0.97457284,0.6892968,105183014,0.00441457,22808340,96603695,23000766,160,23122475,22038431,0.003384869,23207925,50.092213,0.000743853,0.9798031,,0,50.21003
GTEX-11WQK-0008-SM-5SI6T,,B1,,10,Skin,Cells - Transformed fibroblasts,EFO_0002009,731,,BP-45532,RNA isolation_Trizol Manual (Cell Pellet),11/06/2013,LCSET-4995,04/05/2014,TruSeq.v1,RNASEQ,,0.9901906,0,0.97115505,,0.9931309,0.8653908,,20065,1,,76,,0.001684713,213,0,80915057,0.028558146,426605,81474712,7498192,,20076,40249863,,,0,0.10576426,0.9931309,0.85944635,80915057,0.002590349,17967444,6893298,18062389,215,18089784,19267066,0.00213619,18160223,50.09716,0.005236042,0.9960712,,0,50.13176
GTEX-11WQK-0011-R10a-SM-5BC6R,,"B1, A1",,7.3,Brain,Brain - Frontal Cortex (BA9),9834,,,BP-43229,RNA isolation_PAXgene Tissue miRNA,09/06/2013,LCSET-4455,01/18/2014,TruSeq.v1,RNASEQ,,0.9813707,0,0.9616968,,0.98845303,0.8624044,,21717,1,,76,,0.002599928,151,0,57562610,0.03801977,5337435,58235050,14338744,,21723,28491688,,,0,0.09929236,0.98845303,0.85244626,57562610,0.005341117,12787098,8970754,12499233,180,12495101,5828168,0.003960703,13149002,51.274952,0.09165331,0.9955354,,0,49.43079
GTEX-11WQK-0011-R11a-SM-5BC6W,,"B1, A1",,7.9,Brain,Brain - Cerebellar Hemisphere,2037,,,BP-43229,RNA isolation_PAXgene Tissue miRNA,09/06/2013,LCSET-4455,01/18/2014,TruSeq.v1,EXCLUDE,,0.98318654,0,0.9295286,,0.9883435,0.7453582,,23188,1,,76,,0.002863989,155,0,67629531,0.07014977,2730602,68427152,14552048,,23206,33512569,,,0,0.18417038,0.9883435,0.7366699,67629531,0.004878199,14516743,16684391,14543474,172,14632358,6572354,0.003865839,14733750,50.172634,0.039905243,0.9935005,,0,50.045994
GTEX-11WQK-0011-R8a-SM-5BC7C,,"B1, A1",,6.4,Brain,Brain - Hypothalamus,1898,,,BP-43229,RNA isolation_PAXgene Tissue miRNA,09/06/2013,LCSET-4455,01/18/2014,TruSeq.v1,RNASEQ,,0.98092943,0,0.95971245,,0.9875765,0.85132927,,20851,1,,76,,0.002741635,179,0,60196830,0.040175553,6422107,60954094,15610202,,20855,29806264,,,0,0.10838315,0.9875765,0.8407528,60196830,0.005546295,13404833,14045493,12935155,216,12876449,3152668,0.004134526,13799583,51.730267,0.105359726,0.9942235,,0,49.108433
GTEX-11WQK-0011-R9b-SM-5BC6N,,"B1, A1",,7.6,Brain,Brain - Spinal cord (cervical c-1),6469,,,BP-43229,RNA isolation_PAXgene Tissue miRNA,09/06/2013,LCSET-4455,01/18/2014,TruSeq.v1,RNASEQ,,0.9811958,0,0.9403157,,0.9882237,0.8264565,,20793,1,,76,,0.002848849,184,0,67203900,0.059437647,5157866,68004752,18429292,,20802,33262873,,,0,0.113859236,0.9882237,0.8167239,67203900,0.005303873,14485482,9742607,14803546,202,14622135,6932327,0.004067631,15079963,50.7707,0.07584567,0.9952514,,0,50.542973
GTEX-11WQK-0226-SM-5EQLI,1,B1,"2 pieces, focal adherent fat, ~0.5 mm, delineated",6.7,Heart,Heart - Atrial Appendage,6631,631,1045,BP-44312,RNA Extraction from Paxgene-derived Lysate Plate Based,10/04/2013,LCSET-4790,02/19/2014,TruSeq.v1,RNASEQ,,0.9868373,0,0.97362256,,0.9901727,0.78721416,,20977,1,,76,,0.002032225,164,0,75695904,0.026170755,1257359,76447178,10346544,,20993,37627352,,,0,0.1864084,0.9901727,0.77947795,75695904,0.003024749,16325841,6261251,16327302,194,16373478,11446016,0.002526815,16506404,50.202137,0.016447423,0.993508,,0,50.002235
GTEX-11WQK-0326-SM-5EQL1,1,B1,"6 pieces, adherenet serosa on several up to ~0.4mm, rep delineated. Minimal atherosis, <0.1mm",7.3,Blood Vessel,Artery - Aorta,1496,642,1034,BP-44114,RNA Extraction from Paxgene-derived Lysate Plate Based,09/30/2013,LCSET-4790,02/19/2014,TruSeq.v1,RNASEQ,,0.98453844,0,0.87644213,,0.9884172,0.6620557,,21418,1,,76,,0.002295382,137,0,77204430,0.12327679,239773,78109154,10915198,,21445,38329018,,,0,0.21438645,0.9884172,0.65438724,77204430,0.00356377,15241570,16170773,15336375,143,15408714,12373334,0.002927087,15435519,50.043453,0.003069717,0.9922959,,0,50.155025
GTEX-11WQK-0526-SM-5EQLD,0,B1,"6 pieces, minimal fat, squamous epitheliums is ~40 microns",7.8,Skin,Skin - Sun Exposed (Lower leg),4264,731,945,BP-44114,RNA Extraction from Paxgene-derived Lysate Plate Based,09/30/2013,LCSET-4790,02/19/2014,TruSeq.v1,RNASEQ,,0.9860809,0,0.9751032,,0.99012744,0.7576524,,22943,1,,76,,0.002156948,223,0,89021553,0.024707073,1191531,89909186,12828758,,22976,44209574,,,0,0.21745084,0.99012744,0.75017244,89021553,0.003170255,19743979,9033031,19794410,207,19910761,15976447,0.00266153,19966232,50.069553,0.013252606,0.994174,,0,50.063778
GTEX-11WQK-0726-SM-5GU71,0,B1,"2 pieces, ~10-15% interstitial fat, delineated (rep)",8.3,Muscle,Muscle - Skeletal,11907,738,938,BP-43753,RNA Extraction from Paxgene-derived Lysate Plate Based,09/19/2013,LCSET-4803,02/19/2014,TruSeq.v1,RNASEQ,,0.9883009,0,0.9805258,,0.99201715,0.86265045,,17631,1,,76,,0.001669305,127,0,52028149,0.019236702,738217,52446826,3443566,,17641,25849357,,,0,0.11787537,0.99201715,0.85576403,52028149,0.002397232,11305895,4150910,11363633,123,11391732,11301706,0.002031905,11451062,50.129864,0.014075533,0.99573344,,0,50.127346
GTEX-11WQK-1026-SM-5EQLX,0,B1,"6 pieces, minimal fat, squamous epitheliums is ~50 microns",7.7,Skin,Skin - Not Sun Exposed (Suprapubic),36149,762,914,BP-44312,RNA Extraction from Paxgene-derived Lysate Plate Based,10/04/2013,LCSET-4790,02/19/2014,TruSeq.v1,RNASEQ,,0.9840424,0,0.97477996,,0.98867136,0.74202836,,22557,1,,76,,0.0021751,153,0,75619249,0.02503914,727724,76485728,9770118,,22584,37494105,,,0,0.2327517,0.98867136,0.73362213,75619249,0.003295332,16831212,7319387,16950346,158,17056190,13365188,0.002732594,17052243,49.99422,0.009514507,0.9933003,,0,50.176327
GTEX-11WQK-1226-SM-5GU5Z,2,B1,"2 pieces, mild congestion",7.5,Lung,Lung,8952,776,900,BP-43753,RNA Extraction from Paxgene-derived Lysate Plate Based,09/19/2013,LCSET-5131,03/08/2014,TruSeq.v1,RNASEQ,,0.98125726,0,0.976005,,0.9869483,0.7228448,,22983,1,,76,,0.002626493,212,0,99835884,0.023583554,525709,101156148,5685280,,23017,49403486,,,0,0.25316033,0.9869483,0.71341044,99835884,0.003540829,22108588,9314461,22216525,229,22329830,15180118,0.003081025,22523178,50.215534,0.005197005,0.99263936,,0,50.121758
GTEX-11WQK-1526-SM-5EGKN,1,B1,"2 pieces, minimal fibrous/vascular tissue, good specimens",7,Adipose Tissue,Adipose - Visceral (Omentum),10414,782,894,BP-45028,RNA Extraction from Paxgene-derived Lysate Plate Based,10/24/2013,LCSET-4797,02/11/2014,TruSeq.v1,RNASEQ,,0.98262185,0,0.9731495,,0.9879991,0.7772834,,21879,1,,76,,0.001956899,156,0,72735419,0.026619054,698759,73618912,6311440,,21898,36041039,,,0,0.19586617,0.9879991,0.76795524,72735419,0.003135649,15875187,7047695,15987128,171,16088396,12181254,0.002543066,16132984,50.06919,0.009491569,0.9933764,,0,50.175663
GTEX-11WQK-1826-SM-5EQM2,1,B1,4 pieces,6,Esophagus,Esophagus - Muscularis,4648,787,889,BP-44114,RNA Extraction from Paxgene-derived Lysate Plate Based,09/30/2013,LCSET-4790,02/19/2014,TruSeq.v1,EXCLUDE,,0.98770547,0,0.9711683,,0.9909684,0.80286676,,21223,1,,76,,0.002034758,162,0,73513143,0.028667308,2056830,74183132,9048128,,21240,36546748,,,0,0.16830152,0.9909684,0.7956156,73513143,0.003202002,16205219,6222636,16200270,202,16200657,9972402,0.002616458,16424176,50.342564,0.027726382,0.99423134,,0,49.992367
GTEX-11WQK-2126-SM-5EQME,2,B1,"6 pieces, all muscularis, switch with 2525",6.3,Colon,Colon - Transverse,1157,801,875,BP-44114,RNA Extraction from Paxgene-derived Lysate Plate Based,09/30/2013,LCSET-4790,02/19/2014,TruSeq.v1,RNASEQ,,0.98581004,0,0.96809894,,0.98994666,0.77328914,,22377,1,,76,,0.002124491,165,0,78288508,0.031673625,1103208,79083572,11534360,,22401,38871432,,,0,0.1948097,0.98994666,0.76551497,78288508,0.003159197,17026863,6805962,17136480,186,17210498,12438480,0.002639682,17248921,50.055748,0.013949902,0.99408305,,0,50.16043
GTEX-11WQK-2226-SM-5CVL7,1,B1,"6 pieces, all muscularis, good specimens",5.9,Esophagus,Esophagus - Gastroesophageal Junction,4550,803,873,BP-44525,RNA Extraction from Paxgene-derived Lysate Plate Based,10/10/2013,LCSET-4633,02/15/2014,TruSeq.v1,RNASEQ,,0.979453,0,0.9659516,,0.98455024,0.7800162,,22388,1,,76,,0.004853389,152,0,76571505,0.033874862,1655684,77773078,13618642,,22409,37923516,,,0,0.18593544,0.98455024,0.76796514,76571505,0.006988906,16700802,7449251,16744433,171,16797577,10389246,0.005915619,17003942,50.30526,0.021288652,0.98964745,,0,50.065224
GTEX-11WQK-2326-SM-5GU4Z,3,B1,"6 pieces, marked autolysia; lymphoid component is ~20% total",6.3,Small Intestine,Small Intestine - Terminal Ileum,1211,806,870,BP-43753,RNA Extraction from Paxgene-derived Lysate Plate Based,09/19/2013,LCSET-4803,02/19/2014,TruSeq.v1,EXCLUDE,,0.985587,0,0.9704121,,0.98958015,0.7578052,,21984,1,,76,,0.002005169,160,0,75865807,0.029363452,681805,76664638,5312058,,22008,37661225,,,0,0.21260682,0.98958015,0.74990904,75865807,0.002818726,16602886,5930574,16762001,170,16835343,12617508,0.002410306,16808189,49.95964,0.008893344,0.99357337,,0,50.238445
GTEX-11WQK-2426-SM-5GU5C,1,B1,"2 pieces, adipose tissue; no ductal elements",6,Breast,Breast - Mammary Tissue,8367,807,869,BP-43753,RNA Extraction from Paxgene-derived Lysate Plate Based,09/19/2013,LCSET-4803,02/19/2014,TruSeq.v1,RNASEQ,,0.97981215,0,0.97472775,,0.9853616,0.7866815,,21156,1,,76,,0.001995814,152,0,70780233,0.025030067,620152,71831736,4948458,,21172,35058517,,,0,0.18804635,0.9853616,0.7751657,70780233,0.002904446,15484329,5552874,15570419,169,15652571,11956925,0.002447571,15763846,50.1771,0.008633398,0.990911,,0,50.13861
GTEX-11WQK-2526-SM-5CVL8,3,B1,"6 pieces, mucsoa competely autlyzyed; switch with 2125",6.2,Colon,Colon - Sigmoid,1159,810,866,BP-44525,RNA Extraction from Paxgene-derived Lysate Plate Based,10/10/2013,LCSET-4633,02/15/2014,TruSeq.v1,RNASEQ,,0.9800845,0,0.9702844,,0.986074,0.7834344,,21921,1,,76,,0.004832251,118,0,61439150,0.029481007,566001,62306842,11882458,,21940,30406776,,,0,0.18685003,0.986074,0.77252424,61439150,0.007149902,13382302,5137711,13461675,127,13570971,9941678,0.005984037,13612332,50.076073,0.009084091,0.9920634,,0,50.147846
GTEX-11WQK-2626-SM-5EQ4K,3,B1,"6 pieces, mucosa largely sloughed/autolyzed; one surviving focus (delineated) is markedly autolyzed",7.1,Stomach,Stomach,945,813,863,BP-45028,RNA Extraction from Paxgene-derived Lysate Plate Based,10/24/2013,LCSET-4767,02/08/2014,TruSeq.v1,RNASEQ,,0.9842715,0,0.97294796,,0.9892826,0.7814145,,21222,1,,76,,0.0020481,137,0,64817107,0.026800053,313693,65519306,8232266,,21244,32132562,,,0,0.19153343,0.9892826,0.77303976,64817107,0.003132971,14204382,5840774,14327358,148,14406618,11556457,0.002587788,14425000,50.031876,0.004787795,0.99429363,,0,50.215504
GTEX-11WQK-2726-SM-5EQMU,2,B1,"2 pieces, glandular component moderate-marked autolysis (2-3)",5.9,Prostate,Prostate,2367,814,862,BP-44312,RNA Extraction from Paxgene-derived Lysate Plate Based,10/04/2013,LCSET-4790,02/19/2014,TruSeq.v1,RNASEQ,,0.98398453,0,0.9631104,,0.98809606,0.74077374,,22475,1,,76,,0.00218893,138,0,66736647,0.036713008,1497065,67540650,8644308,,22506,33124019,,,0,0.22233663,0.98809606,0.7319556,66736647,0.003428075,14717842,6304179,14673510,165,14705283,8003172,0.002805925,14937343,50.39143,0.022165393,0.9922075,,0,49.924583
GTEX-11WQK-2826-SM-5EQKH,2,B1,2  pieces; spermatogenesis present but appears redueced,6.8,Testis,Testis,473,816,860,BP-44312,RNA Extraction from Paxgene-derived Lysate Plate Based,10/04/2013,LCSET-4790,02/19/2014,TruSeq.v1,EXCLUDE,,0.9860639,0,0.93685097,,0.98928463,0.6980219,,31322,1,,76,,0.002281513,161,0,81932815,0.06284905,1229389,82820266,10061302,,31385,40708684,,,0,0.23882909,0.98928463,0.69054234,81932815,0.003133781,17407025,10035541,17384102,180,17446554,11354401,0.00270626,17580559,50.19129,0.01484406,0.9925053,,0,49.967056
GTEX-11WQK-2926-SM-5EQKT,1,B1,"2 pieces, excellent specimens; glandular parenchmyma is ~80% total tisssue",8.7,Salivary Gland,Minor Salivary Gland,6330,817,859,BP-44312,RNA Extraction from Paxgene-derived Lysate Plate Based,10/04/2013,LCSET-4790,02/19/2014,TruSeq.v1,RNASEQ,,0.98460686,2,0.9751364,,0.9879263,0.79332083,,21975,1,,76,,0.00226869,229,0,81445005,0.024023117,491228,82440366,9857672,,21996,40452842,,,0,0.18181549,0.9879263,0.78374255,81445005,0.003251813,18591379,20518323,18543831,216,18621190,14621456,0.0027586,18771774,50.20135,0.005958586,0.9912456,,0,49.935986
GTEX-11WQK-3026-SM-5EQL6,1,B1,"2 pieces, no abnormalities",6.6,Brain,Brain - Cortex,1870,860,816,BP-44312,RNA Extraction from Paxgene-derived Lysate Plate Based,10/04/2013,LCSET-4790,02/19/2014,TruSeq.v1,RNASEQ,,0.9856282,0,0.96008915,,0.9904236,0.8177135,,23779,1,,76,,0.002078999,201,0,69579868,0.039648592,4046579,70252642,9034202,,23791,34523253,,,0,0.1423757,0.9904236,0.80988276,69579868,0.003561792,15445978,8267928,15187966,216,15149884,7310686,0.002816806,15790453,51.035168,0.057600383,0.9952189,,0,49.578876
GTEX-11WQK-3126-SM-5EGI2,1,B1,"2 pieces, no abnormalities; Purkinje cells well visualized, rep delineated",6.1,Brain,Brain - Cerebellum,2037,861,815,BP-45028,RNA Extraction from Paxgene-derived Lysate Plate Based,10/24/2013,LCSET-4764,02/08/2014,TruSeq.v1,EXCLUDE,,0.97893244,0,0.9147784,,0.9854366,0.7249235,,23361,1,,76,,0.002576888,129,0,61547492,0.0850221,2844069,62457082,9301988,,23380,30475845,,,0,0.18985489,0.9854366,0.71436614,61547492,0.006144506,12988665,10636164,12937222,153,13022193,5260208,0.004348923,13248497,50.430714,0.045536377,0.9919408,,0,49.900787
