Assay_Type_s	AvgSpotLen_l	BioSample_s	Experiment_s	LibraryLayout_s	LibrarySelection_s	LibrarySource_s	LoadDate_s	MBases_l	MBytes_l	Organism_s	ReleaseDate_s	Run_s	SRA_Sample_s	Sample_Name_s	age_s	gender_s	genotype_s	source_name_s	strain_s	tissue_s	BioProject_s	Center_Name_s	Consent_s	InsertSize_l	Instrument_s	Platform_s	SRA_Study_s
Bisulfite-Seq	85	SAMN02213481	SRX314943	SINGLE	RANDOM	GENOMIC	2015-10-21	3041	1972	Homo sapiens	2015-07-22	SRR921752	SRS452415	GSM1173778		female		HUES6 human embryonic stem cell line		embryonic stem cells	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
Bisulfite-Seq	85	SAMN02213481	SRX314943	SINGLE	RANDOM	GENOMIC	2015-10-21	3026	1958	Homo sapiens	2015-07-22	SRR921753	SRS452415	GSM1173778		female		HUES6 human embryonic stem cell line		embryonic stem cells	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
Bisulfite-Seq	100	SAMN02213481	SRX314943	SINGLE	RANDOM	GENOMIC	2015-10-21	8141	5611	Homo sapiens	2015-07-22	SRR921754	SRS452415	GSM1173778		female		HUES6 human embryonic stem cell line		embryonic stem cells	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
Bisulfite-Seq	85	SAMN02213481	SRX314943	SINGLE	RANDOM	GENOMIC	2015-10-21	3011	1943	Homo sapiens	2015-07-22	SRR921755	SRS452415	GSM1173778		female		HUES6 human embryonic stem cell line		embryonic stem cells	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
Bisulfite-Seq	85	SAMN02213481	SRX314943	SINGLE	RANDOM	GENOMIC	2015-10-21	2976	1903	Homo sapiens	2015-07-22	SRR921756	SRS452415	GSM1173778		female		HUES6 human embryonic stem cell line		embryonic stem cells	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
Bisulfite-Seq	85	SAMN02213481	SRX314943	SINGLE	RANDOM	GENOMIC	2015-10-21	3039	1939	Homo sapiens	2015-07-22	SRR921757	SRS452415	GSM1173778		female		HUES6 human embryonic stem cell line		embryonic stem cells	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
Bisulfite-Seq	100	SAMN02213481	SRX314943	SINGLE	RANDOM	GENOMIC	2015-10-21	8181	5583	Homo sapiens	2015-07-22	SRR921758	SRS452415	GSM1173778		female		HUES6 human embryonic stem cell line		embryonic stem cells	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
Bisulfite-Seq	101	SAMN02213502	SRX314944	SINGLE	RANDOM	GENOMIC	2015-10-21	9557	6643	Mus musculus	2015-07-22	SRR921759	SRS452416	GSM1173779	E13	male and female	wild type	Frontal cortex from fetal mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
Bisulfite-Seq	101	SAMN02213502	SRX314944	SINGLE	RANDOM	GENOMIC	2015-10-21	9741	6759	Mus musculus	2015-07-22	SRR921760	SRS452416	GSM1173779	E13	male and female	wild type	Frontal cortex from fetal mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
Bisulfite-Seq	101	SAMN02213502	SRX314944	SINGLE	RANDOM	GENOMIC	2015-10-21	9779	6763	Mus musculus	2015-07-22	SRR921761	SRS452416	GSM1173779	E13	male and female	wild type	Frontal cortex from fetal mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
Bisulfite-Seq	101	SAMN02213502	SRX314944	SINGLE	RANDOM	GENOMIC	2015-10-21	9748	6721	Mus musculus	2015-07-22	SRR921762	SRS452416	GSM1173779	E13	male and female	wild type	Frontal cortex from fetal mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
Bisulfite-Seq	101	SAMN02213502	SRX314944	SINGLE	RANDOM	GENOMIC	2015-10-21	9633	6472	Mus musculus	2015-07-22	SRR921763	SRS452416	GSM1173779	E13	male and female	wild type	Frontal cortex from fetal mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
Bisulfite-Seq	101	SAMN02213502	SRX314944	SINGLE	RANDOM	GENOMIC	2015-10-21	9055	6192	Mus musculus	2015-07-22	SRR921764	SRS452416	GSM1173779	E13	male and female	wild type	Frontal cortex from fetal mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
Bisulfite-Seq	101	SAMN02213502	SRX314944	SINGLE	RANDOM	GENOMIC	2015-10-21	9155	6254	Mus musculus	2015-07-22	SRR921765	SRS452416	GSM1173779	E13	male and female	wild type	Frontal cortex from fetal mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
Bisulfite-Seq	101	SAMN02213502	SRX314944	SINGLE	RANDOM	GENOMIC	2015-10-21	9056	6169	Mus musculus	2015-07-22	SRR921766	SRS452416	GSM1173779	E13	male and female	wild type	Frontal cortex from fetal mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
Bisulfite-Seq	100	SAMN02213459	SRX314945	SINGLE	RANDOM	GENOMIC	2013-06-27	9536	6741	Mus musculus	2013-07-03	SRR921767	SRS452417	GSM1173780	1 week (P5)	male	wild type	Frontal cortex from 1 week old male mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
Bisulfite-Seq	100	SAMN02213459	SRX314945	SINGLE	RANDOM	GENOMIC	2013-06-27	9536	6687	Mus musculus	2013-07-03	SRR921768	SRS452417	GSM1173780	1 week (P5)	male	wild type	Frontal cortex from 1 week old male mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
Bisulfite-Seq	100	SAMN02213459	SRX314945	SINGLE	RANDOM	GENOMIC	2013-06-27	1946	1363	Mus musculus	2013-07-03	SRR921769	SRS452417	GSM1173780	1 week (P5)	male	wild type	Frontal cortex from 1 week old male mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
Bisulfite-Seq	100	SAMN02213459	SRX314945	SINGLE	RANDOM	GENOMIC	2013-06-27	9536	6853	Mus musculus	2013-07-03	SRR921770	SRS452417	GSM1173780	1 week (P5)	male	wild type	Frontal cortex from 1 week old male mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
Bisulfite-Seq	100	SAMN02213459	SRX314945	SINGLE	RANDOM	GENOMIC	2013-06-27	9536	6815	Mus musculus	2013-07-03	SRR921771	SRS452417	GSM1173780	1 week (P5)	male	wild type	Frontal cortex from 1 week old male mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
Bisulfite-Seq	100	SAMN02213459	SRX314945	SINGLE	RANDOM	GENOMIC	2013-06-27	3396	2411	Mus musculus	2013-07-03	SRR921772	SRS452417	GSM1173780	1 week (P5)	male	wild type	Frontal cortex from 1 week old male mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
Bisulfite-Seq	101	SAMN02213444	SRX314946	SINGLE	RANDOM	GENOMIC	2013-06-27	13679	9666	Mus musculus	2013-07-03	SRR921773	SRS452418	GSM1173781	2 weeks (P13)	male	wild type	Frontal cortex from 2 week old male mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
Bisulfite-Seq	101	SAMN02213444	SRX314946	SINGLE	RANDOM	GENOMIC	2013-06-27	14032	9856	Mus musculus	2013-07-03	SRR921774	SRS452418	GSM1173781	2 weeks (P13)	male	wild type	Frontal cortex from 2 week old male mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
Bisulfite-Seq	101	SAMN02213444	SRX314946	SINGLE	RANDOM	GENOMIC	2013-06-27	14251	10014	Mus musculus	2013-07-03	SRR921775	SRS452418	GSM1173781	2 weeks (P13)	male	wild type	Frontal cortex from 2 week old male mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
Bisulfite-Seq	101	SAMN02213452	SRX314947	SINGLE	RANDOM	GENOMIC	2013-06-27	18373	13147	Mus musculus	2013-07-03	SRR921776	SRS452419	GSM1173782	4 weeks (P25)	male	wild type	Frontal cortex from 4 week old male mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
Bisulfite-Seq	101	SAMN02213452	SRX314947	SINGLE	RANDOM	GENOMIC	2013-06-27	15969	10804	Mus musculus	2013-07-03	SRR921777	SRS452419	GSM1173782	4 weeks (P25)	male	wild type	Frontal cortex from 4 week old male mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
Bisulfite-Seq	101	SAMN02213493	SRX314948	SINGLE	RANDOM	GENOMIC	2013-06-27	16631	10774	Mus musculus	2013-07-03	SRR921778	SRS452420	GSM1173783	6 weeks (P40)	male	wild type	Frontal cortex from 6 week old male mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
Bisulfite-Seq	101	SAMN02213493	SRX314948	SINGLE	RANDOM	GENOMIC	2013-06-27	16536	11044	Mus musculus	2013-07-03	SRR921779	SRS452420	GSM1173783	6 weeks (P40)	male	wild type	Frontal cortex from 6 week old male mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
Bisulfite-Seq	101	SAMN02213493	SRX314948	SINGLE	RANDOM	GENOMIC	2013-06-27	16251	10998	Mus musculus	2013-07-03	SRR921780	SRS452420	GSM1173783	6 weeks (P40)	male	wild type	Frontal cortex from 6 week old male mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
Bisulfite-Seq	101	SAMN02213493	SRX314948	SINGLE	RANDOM	GENOMIC	2013-06-27	18643	13127	Mus musculus	2013-07-03	SRR921781	SRS452420	GSM1173783	6 weeks (P40)	male	wild type	Frontal cortex from 6 week old male mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
Bisulfite-Seq	101	SAMN02213493	SRX314948	SINGLE	RANDOM	GENOMIC	2013-06-27	18328	12860	Mus musculus	2013-07-03	SRR921782	SRS452420	GSM1173783	6 weeks (P40)	male	wild type	Frontal cortex from 6 week old male mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
Bisulfite-Seq	101	SAMN02213493	SRX314948	SINGLE	RANDOM	GENOMIC	2013-06-27	15966	10606	Mus musculus	2013-07-03	SRR921783	SRS452420	GSM1173783	6 weeks (P40)	male	wild type	Frontal cortex from 6 week old male mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
Bisulfite-Seq	85	SAMN02213491	SRX314949	SINGLE	RANDOM	GENOMIC	2015-10-21	2745	1959	Mus musculus	2015-07-22	SRR921784	SRS452421	GSM1173784	10 weeks (P70)	male	wild type	Frontal cortex from 10 week old male mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
Bisulfite-Seq	116	SAMN02213491	SRX314949	SINGLE	RANDOM	GENOMIC	2015-10-21	7888	5646	Mus musculus	2015-07-22	SRR921785	SRS452421	GSM1173784	10 weeks (P70)	male	wild type	Frontal cortex from 10 week old male mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
Bisulfite-Seq	116	SAMN02213491	SRX314949	SINGLE	RANDOM	GENOMIC	2015-10-21	7761	5384	Mus musculus	2015-07-22	SRR921786	SRS452421	GSM1173784	10 weeks (P70)	male	wild type	Frontal cortex from 10 week old male mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
Bisulfite-Seq	116	SAMN02213491	SRX314949	SINGLE	RANDOM	GENOMIC	2015-10-21	7172	5142	Mus musculus	2015-07-22	SRR921787	SRS452421	GSM1173784	10 weeks (P70)	male	wild type	Frontal cortex from 10 week old male mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
Bisulfite-Seq	85	SAMN02213491	SRX314949	SINGLE	RANDOM	GENOMIC	2015-10-21	2791	2002	Mus musculus	2015-07-22	SRR921788	SRS452421	GSM1173784	10 weeks (P70)	male	wild type	Frontal cortex from 10 week old male mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
Bisulfite-Seq	85	SAMN02213491	SRX314949	SINGLE	RANDOM	GENOMIC	2015-10-21	2879	2064	Mus musculus	2015-07-22	SRR921789	SRS452421	GSM1173784	10 weeks (P70)	male	wild type	Frontal cortex from 10 week old male mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
Bisulfite-Seq	85	SAMN02213491	SRX314949	SINGLE	RANDOM	GENOMIC	2015-10-21	2951	2109	Mus musculus	2015-07-22	SRR921790	SRS452421	GSM1173784	10 weeks (P70)	male	wild type	Frontal cortex from 10 week old male mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
Bisulfite-Seq	85	SAMN02213491	SRX314949	SINGLE	RANDOM	GENOMIC	2015-10-21	2957	2105	Mus musculus	2015-07-22	SRR921791	SRS452421	GSM1173784	10 weeks (P70)	male	wild type	Frontal cortex from 10 week old male mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
Bisulfite-Seq	85	SAMN02213491	SRX314949	SINGLE	RANDOM	GENOMIC	2015-10-21	2942	2092	Mus musculus	2015-07-22	SRR921792	SRS452421	GSM1173784	10 weeks (P70)	male	wild type	Frontal cortex from 10 week old male mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
Bisulfite-Seq	85	SAMN02213491	SRX314949	SINGLE	RANDOM	GENOMIC	2015-10-21	2891	2049	Mus musculus	2015-07-22	SRR921793	SRS452421	GSM1173784	10 weeks (P70)	male	wild type	Frontal cortex from 10 week old male mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
Bisulfite-Seq	85	SAMN02213491	SRX314949	SINGLE	RANDOM	GENOMIC	2015-10-21	2841	2011	Mus musculus	2015-07-22	SRR921794	SRS452421	GSM1173784	10 weeks (P70)	male	wild type	Frontal cortex from 10 week old male mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
Bisulfite-Seq	116	SAMN02213491	SRX314949	SINGLE	RANDOM	GENOMIC	2015-10-21	8627	6153	Mus musculus	2015-07-22	SRR921795	SRS452421	GSM1173784	10 weeks (P70)	male	wild type	Frontal cortex from 10 week old male mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
Bisulfite-Seq	116	SAMN02213491	SRX314949	SINGLE	RANDOM	GENOMIC	2015-10-21	7469	5380	Mus musculus	2015-07-22	SRR921796	SRS452421	GSM1173784	10 weeks (P70)	male	wild type	Frontal cortex from 10 week old male mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
Bisulfite-Seq	101	SAMN02213494	SRX314950	SINGLE	RANDOM	GENOMIC	2013-06-27	8708	5411	Mus musculus	2013-07-03	SRR921797	SRS452422	GSM1173785	22 months	male	wild type	Frontal cortex from 22 month old male mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
Bisulfite-Seq	101	SAMN02213494	SRX314950	SINGLE	RANDOM	GENOMIC	2013-06-27	9632	6366	Mus musculus	2013-07-03	SRR921798	SRS452422	GSM1173785	22 months	male	wild type	Frontal cortex from 22 month old male mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
Bisulfite-Seq	101	SAMN02213494	SRX314950	SINGLE	RANDOM	GENOMIC	2013-06-27	9632	6344	Mus musculus	2013-07-03	SRR921799	SRS452422	GSM1173785	22 months	male	wild type	Frontal cortex from 22 month old male mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
Bisulfite-Seq	101	SAMN02213494	SRX314950	SINGLE	RANDOM	GENOMIC	2013-06-27	1993	1329	Mus musculus	2013-07-03	SRR921800	SRS452422	GSM1173785	22 months	male	wild type	Frontal cortex from 22 month old male mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
Bisulfite-Seq	101	SAMN02213494	SRX314950	SINGLE	RANDOM	GENOMIC	2013-06-27	9632	6283	Mus musculus	2013-07-03	SRR921801	SRS452422	GSM1173785	22 months	male	wild type	Frontal cortex from 22 month old male mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
Bisulfite-Seq	101	SAMN02213494	SRX314950	SINGLE	RANDOM	GENOMIC	2013-06-27	7517	4889	Mus musculus	2013-07-03	SRR921802	SRS452422	GSM1173785	22 months	male	wild type	Frontal cortex from 22 month old male mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
Bisulfite-Seq	101	SAMN02213494	SRX314950	SINGLE	RANDOM	GENOMIC	2013-06-27	9632	6416	Mus musculus	2013-07-03	SRR921803	SRS452422	GSM1173785	22 months	male	wild type	Frontal cortex from 22 month old male mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
Bisulfite-Seq	101	SAMN02213494	SRX314950	SINGLE	RANDOM	GENOMIC	2013-06-27	9632	6417	Mus musculus	2013-07-03	SRR921804	SRS452422	GSM1173785	22 months	male	wild type	Frontal cortex from 22 month old male mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
Bisulfite-Seq	101	SAMN02213494	SRX314950	SINGLE	RANDOM	GENOMIC	2013-06-27	2702	1812	Mus musculus	2013-07-03	SRR921805	SRS452422	GSM1173785	22 months	male	wild type	Frontal cortex from 22 month old male mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
Bisulfite-Seq	101	SAMN02213494	SRX314950	SINGLE	RANDOM	GENOMIC	2013-06-27	9172	5657	Mus musculus	2013-07-03	SRR921806	SRS452422	GSM1173785	22 months	male	wild type	Frontal cortex from 22 month old male mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
Bisulfite-Seq	101	SAMN02213494	SRX314950	SINGLE	RANDOM	GENOMIC	2013-06-27	9632	6181	Mus musculus	2013-07-03	SRR921807	SRS452422	GSM1173785	22 months	male	wild type	Frontal cortex from 22 month old male mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
Bisulfite-Seq	101	SAMN02213494	SRX314950	SINGLE	RANDOM	GENOMIC	2013-06-27	5510	3518	Mus musculus	2013-07-03	SRR921808	SRS452422	GSM1173785	22 months	male	wild type	Frontal cortex from 22 month old male mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
Bisulfite-Seq	100	SAMN02213495	SRX314951	SINGLE	RANDOM	GENOMIC	2013-06-27	9536	6731	Mus musculus	2013-07-03	SRR921809	SRS452423	GSM1173786	7 weeks (P49)	male	wild type	NeuN+ nuclei isolated from frontal cortex from 7 week old male mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
Bisulfite-Seq	100	SAMN02213495	SRX314951	SINGLE	RANDOM	GENOMIC	2013-06-27	9536	6599	Mus musculus	2013-07-03	SRR921810	SRS452423	GSM1173786	7 weeks (P49)	male	wild type	NeuN+ nuclei isolated from frontal cortex from 7 week old male mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
Bisulfite-Seq	100	SAMN02213495	SRX314951	SINGLE	RANDOM	GENOMIC	2013-06-27	1445	1026	Mus musculus	2013-07-03	SRR921811	SRS452423	GSM1173786	7 weeks (P49)	male	wild type	NeuN+ nuclei isolated from frontal cortex from 7 week old male mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
Bisulfite-Seq	100	SAMN02213495	SRX314951	SINGLE	RANDOM	GENOMIC	2013-06-27	9536	6671	Mus musculus	2013-07-03	SRR921812	SRS452423	GSM1173786	7 weeks (P49)	male	wild type	NeuN+ nuclei isolated from frontal cortex from 7 week old male mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
Bisulfite-Seq	100	SAMN02213495	SRX314951	SINGLE	RANDOM	GENOMIC	2013-06-27	2188	1544	Mus musculus	2013-07-03	SRR921813	SRS452423	GSM1173786	7 weeks (P49)	male	wild type	NeuN+ nuclei isolated from frontal cortex from 7 week old male mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
Bisulfite-Seq	101	SAMN02213495	SRX314951	SINGLE	RANDOM	GENOMIC	2013-06-27	9581	6264	Mus musculus	2013-07-03	SRR921814	SRS452423	GSM1173786	7 weeks (P49)	male	wild type	NeuN+ nuclei isolated from frontal cortex from 7 week old male mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
Bisulfite-Seq	100	SAMN02213495	SRX314951	SINGLE	RANDOM	GENOMIC	2013-06-27	9536	6806	Mus musculus	2013-07-03	SRR921815	SRS452423	GSM1173786	7 weeks (P49)	male	wild type	NeuN+ nuclei isolated from frontal cortex from 7 week old male mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
Bisulfite-Seq	100	SAMN02213495	SRX314951	SINGLE	RANDOM	GENOMIC	2013-06-27	9485	6886	Mus musculus	2013-07-03	SRR921816	SRS452423	GSM1173786	7 weeks (P49)	male	wild type	NeuN+ nuclei isolated from frontal cortex from 7 week old male mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
Bisulfite-Seq	101	SAMN02213495	SRX314951	SINGLE	RANDOM	GENOMIC	2013-06-27	9632	6411	Mus musculus	2013-07-03	SRR921817	SRS452423	GSM1173786	7 weeks (P49)	male	wild type	NeuN+ nuclei isolated from frontal cortex from 7 week old male mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
Bisulfite-Seq	101	SAMN02213495	SRX314951	SINGLE	RANDOM	GENOMIC	2013-06-27	3310	2199	Mus musculus	2013-07-03	SRR921818	SRS452423	GSM1173786	7 weeks (P49)	male	wild type	NeuN+ nuclei isolated from frontal cortex from 7 week old male mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
Bisulfite-Seq	100	SAMN02213495	SRX314951	SINGLE	RANDOM	GENOMIC	2013-06-27	9536	6673	Mus musculus	2013-07-03	SRR921819	SRS452423	GSM1173786	7 weeks (P49)	male	wild type	NeuN+ nuclei isolated from frontal cortex from 7 week old male mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
Bisulfite-Seq	100	SAMN02213490	SRX314952	SINGLE	RANDOM	GENOMIC	2013-06-27	9536	6830	Mus musculus	2013-07-03	SRR921820	SRS452424	GSM1173787	7 weeks (P49)	male	wild type	NeuN- nuclei isolated from frontal cortex from 7 week old male mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
Bisulfite-Seq	100	SAMN02213490	SRX314952	SINGLE	RANDOM	GENOMIC	2013-06-27	9536	6852	Mus musculus	2013-07-03	SRR921821	SRS452424	GSM1173787	7 weeks (P49)	male	wild type	NeuN- nuclei isolated from frontal cortex from 7 week old male mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
Bisulfite-Seq	100	SAMN02213490	SRX314952	SINGLE	RANDOM	GENOMIC	2013-06-27	9536	6834	Mus musculus	2013-07-03	SRR921822	SRS452424	GSM1173787	7 weeks (P49)	male	wild type	NeuN- nuclei isolated from frontal cortex from 7 week old male mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
Bisulfite-Seq	100	SAMN02213490	SRX314952	SINGLE	RANDOM	GENOMIC	2013-06-27	3132	2245	Mus musculus	2013-07-03	SRR921823	SRS452424	GSM1173787	7 weeks (P49)	male	wild type	NeuN- nuclei isolated from frontal cortex from 7 week old male mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
Bisulfite-Seq	100	SAMN02213490	SRX314952	SINGLE	RANDOM	GENOMIC	2013-06-27	9536	6792	Mus musculus	2013-07-03	SRR921824	SRS452424	GSM1173787	7 weeks (P49)	male	wild type	NeuN- nuclei isolated from frontal cortex from 7 week old male mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
